Person,count
程心,118
智子,83
罗辑,2
弗雷斯,25
毕云峰,1
曹彬,1
牛顿,2
戴文,5
韦斯特,11
关一帆,42
朴义君,5
褚岩,5
艾克,1
卓文,6
1379号监听员,7
