Person,count
吴岳,55
雷德尔,10
琼斯,7
杨晋文,18
智子,94
贾维彬,3
丁仪,88
苗福全,16
周文王,10
常伟思,49
史晓明,28
牛顿,15
秦始皇,24
罗辑,1052
史强,185
1379号监听员,5
白蓉,20
坎特,7
萨伊,36
伽尔宁,33
孔子,2
爱因斯坦,9
艾伦,21
庄颜,105
张翔,10
A·J·霍普金斯,1
张卫明,3
张延,5
威尔逊,3
熊文,10
郭正明,3
艾AA,2
罗宾逊,7
列文,6
西子,29
赵鑫,21
李维,19
蓝西,7
斯科特,9
杨冬,16
胡文,16
程心,192
柯曼琳,10
于维民,2
乔依娜,3
