Person1,Person2,relationships
程心,A,1979328
程心,I,1979328
程心,关一帆,20097792
程心,罗辑,152256
A,程心,1979328
A,I,140608
A,关一帆,1427712
A,罗辑,10816
I,程心,1979328
I,A,140608
I,关一帆,1427712
I,罗辑,10816
关一帆,程心,20097792
关一帆,A,1427712
关一帆,I,1427712
关一帆,罗辑,109824
罗辑,程心,152256
罗辑,A,10816
罗辑,I,10816
罗辑,关一帆,109824
